mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,zcr,rolloff,centroid,emotion_label
-147.0718994140625,98.5556411743164,7.309729099273682,26.679967880249023,-8.169523239135742,18.52916145324707,-22.50016212463379,-9.853342056274414,-2.730181932449341,-2.5178446769714355,-7.807726860046387,-2.7496142387390137,-0.4488855004310608,0.23688845336437225,0.2818373739719391,0.3719472885131836,0.4918529987335205,0.4621582627296448,0.364411324262619,0.3311571478843689,0.2717663645744324,0.26204827427864075,0.2519257664680481,0.20456936955451965,0.19152775406837463,20.544825522155925,17.56063631617639,19.319449084520723,17.36765503733422,18.694249432335532,20.447998706221387,16.19270701331459,0.11141357421875,3271.38671875,1732.187625648908,neutral
-124.43508911132812,48.816253662109375,-11.346894264221191,14.109503746032715,-8.820464134216309,4.357822895050049,-16.327234268188477,-6.60068416595459,-15.547713279724121,3.2277116775512695,-16.762941360473633,-0.043947022408246994,2.2821218967437744,0.31086647510528564,0.23801490664482117,0.1632782369852066,0.1206616684794426,0.15595926344394684,0.21112190186977386,0.23640190064907074,0.3150080740451813,0.34618455171585083,0.4166213572025299,0.5344482660293579,0.4812067151069641,16.703288108094135,21.88424944767439,22.148780916089013,15.965878490844167,16.499509884156613,15.827721233999558,18.696459867811587,0.17309027777777777,4522.395833333333,2254.2504844864748,fear
-159.744873046875,13.762393951416016,-21.983991622924805,43.74159240722656,-29.16411781311035,-4.491631031036377,-31.311620712280273,-5.914002895355225,-22.4888858795166,-13.889395713806152,-2.1393988132476807,-10.597277641296387,-1.1809130907058716,0.40589773654937744,0.3507886528968811,0.32548004388809204,0.3346817195415497,0.30910781025886536,0.25914958119392395,0.29199105501174927,0.3001738488674164,0.32235586643218994,0.3429848551750183,0.29476773738861084,0.3392125368118286,20.27859225961851,19.483001423292546,22.837453778177643,18.43124186875978,18.53260076413786,21.74278218810575,17.281875919591986,0.22057291666666667,4808.958333333333,2746.19151684088,anger
-150.37367248535156,56.06497573852539,-15.207037925720215,14.064775466918945,-11.899402618408203,6.64285135269165,-5.775846004486084,-1.7372653484344482,-15.213613510131836,-7.068970203399658,-3.8858532905578613,-3.8607702255249023,-1.4996051788330078,0.499405175447464,0.5692646503448486,0.46969711780548096,0.3791746199131012,0.2505687475204468,0.21699613332748413,0.22487308084964752,0.2076493352651596,0.20757955312728882,0.2072248011827469,0.2479851096868515,0.34988486766815186,14.839825318236437,19.394362017876848,17.7124488388803,15.89336918515629,16.48307752090272,17.001714202011144,16.853980794144807,0.15430823037790697,4051.4171511627906,2141.4774528337275,fear
-166.02777099609375,80.04586791992188,-8.574174880981445,27.085031509399414,-5.911574363708496,-10.278975486755371,-6.995517253875732,-9.786646842956543,-8.50328254699707,-4.399485111236572,-4.550475120544434,-1.7069103717803955,-1.292529582977295,0.24503262341022491,0.24305203557014465,0.22534576058387756,0.24764923751354218,0.23259420692920685,0.27852392196655273,0.3498632609844208,0.2725924849510193,0.32443368434906006,0.41489657759666443,0.503226101398468,0.38855496048927307,21.505164483190114,21.119067249386433,21.24982103590276,16.43129129004795,17.790482705010426,18.840162554530195,17.176143334737862,0.11021529796511628,3522.529069767442,1806.7626978732821,happiness
-194.8289337158203,67.8827133178711,-35.506771087646484,22.397506713867188,-9.842203140258789,-7.470845699310303,-6.633434295654297,-16.42159652709961,-21.672142028808594,-2.515502452850342,-6.3233561515808105,-1.2159899473190308,-3.4064102172851562,0.42233771085739136,0.3791818916797638,0.4706880450248718,0.5861243009567261,0.4521990716457367,0.3414922058582306,0.3335420489311218,0.3908429741859436,0.4011443853378296,0.3204829692840576,0.317690908908844,0.37904706597328186,19.021267948656654,16.016149956280486,18.250511481770435,15.541950693288559,16.997714612580438,18.54359115317043,17.790740738832117,0.1700497581845238,3603.515625,2045.3414702179355,anger
-233.05502319335938,98.35382843017578,18.93606948852539,27.745798110961914,-15.294243812561035,12.747536659240723,-21.699508666992188,-5.213408946990967,-12.403969764709473,1.0993338823318481,-7.122832775115967,-0.8020861148834229,7.116718769073486,0.31031349301338196,0.3439805805683136,0.3801890015602112,0.3599013388156891,0.33203744888305664,0.22792461514472961,0.21008388698101044,0.2380845844745636,0.3141452968120575,0.3454689681529999,0.4299216866493225,0.3682002127170563,20.919019863090718,17.182350654936645,22.84537774537038,18.91673444259057,18.189184357542736,18.73693681803483,17.24292110069121,0.10570769614361702,2938.746675531915,1606.0062221121987,boredom
-157.57794189453125,33.068748474121094,-20.001338958740234,25.40250587463379,-16.6594295501709,-5.896590709686279,-18.537260055541992,-9.169454574584961,-13.015640258789062,-3.3567147254943848,-11.544831275939941,-11.578104019165039,3.1654632091522217,0.20878955721855164,0.2553236484527588,0.4135816991329193,0.5105529427528381,0.33553797006607056,0.16998720169067383,0.16355936229228973,0.2032267302274704,0.23683305084705353,0.3120993673801422,0.3037969470024109,0.21735495328903198,13.895410381868448,22.24589123039415,22.109434848956052,18.96866023043192,18.083954784022445,18.787922925965855,17.38510073901218,0.163282518262987,4414.569805194805,2293.687012637801,fear
-158.61968994140625,73.6494369506836,5.301368236541748,28.735897064208984,0.34907886385917664,5.994435787200928,-22.229557037353516,-9.389477729797363,-9.99161148071289,-0.8997186422348022,-2.921377420425415,-1.3274184465408325,-12.2788724899292,0.2853712737560272,0.33907073736190796,0.4444276690483093,0.5183036923408508,0.4544680118560791,0.350925087928772,0.2722768187522888,0.32964465022087097,0.3355243504047394,0.324996680021286,0.32872888445854187,0.2535528838634491,20.513331995959366,16.502374498629287,18.027325260467542,16.884220036243008,16.318120148371488,18.134719205700772,18.742613744617394,0.12260068696120689,3442.6185344827586,1937.343450188151,disgust
-187.76268005371094,37.43687057495117,-20.749637603759766,46.77741241455078,-33.636783599853516,-0.9688171744346619,-40.049259185791016,-4.3886213302612305,-3.308469533920288,0.8836907148361206,-6.325469017028809,-9.52928352355957,1.0965842008590698,0.3677595555782318,0.3485861122608185,0.2983986437320709,0.34403955936431885,0.3469724953174591,0.24707116186618805,0.2191285789012909,0.2056480497121811,0.19976350665092468,0.3344269096851349,0.4716348946094513,0.3963480591773987,20.77489206927782,20.129514508496293,22.122390273543836,18.73804928527925,17.62806116697824,21.888821890336374,18.357153596313797,0.1828894981971154,4310.096153846154,2347.2849647275,boredom
